@relation avaliation

@attribute topografia {aclive, declive, plano, irregular}
@attribute utilizacao {residencial, comercial, terreno}
@attribute conservacao {otimo, bom, regular, mau}
@attribute esgoto {sim, nao}
@attribute preco numeric
@attribute distanciaUTFPR numeric
@attribute distanciaPracaCentral numeric
@attribute pavimentacao {poliedrico, asfalto, irregular}
@attribute accessToHealth {ruim, bom, otimo}
@attribute securityLevel {ruim, bom, otimo}
@attribute firefighter {ruim, bom, otimo}
@attribute internetOptions {ruim, bom, otimo}
@attribute operatorSignal {ruim, bom, otimo}
@attribute leisureArea {ruim, bom, otimo}
@attribute mobility {ruim, bom, otimo}
@attribute location {ruim, bom, otimo}
@attribute supplyAndDemand numeric
@attribute consumePower {baixo, medio, alto}

@data
aclive, residencial, bom, sim, 0.68, 0.9, 0.9, poliedrico, otimo, ruim, ruim, otimo, otimo, bom, bom, otimo, 0.61, medio
declive, comercial, otimo, nao, 0.34, 0.4, 0.1, irregular, bom, otimo, bom, ruim, otimo, otimo, ruim, ruim, 0.48, medio
plano, residencial, regular, nao, 0.51, 0.7, 0.8, poliedrico, otimo, ruim, otimo, otimo, ruim, bom, ruim, ruim, 0.60, alto
plano, terreno, otimo, nao, 0.68, 0.5, 0.8, asfalto, bom, otimo, ruim, otimo, ruim, bom, bom, otimo, 0.62, baixo
irregular, comercial, bom, nao, 0.68, 0.6, 0.6, asfalto, otimo, bom, otimo, bom, otimo, bom, otimo, otimo, 0.60, baixo
plano, terreno, regular, sim, 0.59, 0.4, 0.4, asfalto, ruim, ruim, otimo, bom, bom, otimo, ruim, bom, 0.57, baixo
irregular, terreno, bom, sim, 0.56, 0.9, 0.3, irregular, otimo, otimo, otimo, otimo, ruim, ruim, ruim, bom, 0.58, baixo
plano, comercial, bom, nao, 0.63, 0.4, 0.4, asfalto, otimo, bom, otimo, bom, otimo, otimo, otimo, otimo, 0.59, baixo
declive, comercial, otimo, sim, 0.58, 0.8, 0.6, asfalto, bom, bom, ruim, bom, ruim, bom, ruim, ruim, 0.50, baixo
plano, residencial, regular, sim, 0.54, 0.3, 0.6, irregular, otimo, otimo, ruim, otimo, bom, otimo, ruim, otimo, 0.56, medio
plano, residencial, regular, nao, 0.37, 0.1, 0.5, irregular, bom, otimo, otimo, ruim, bom, otimo, ruim, otimo, 0.39, baixo
irregular, comercial, regular, sim, 0.64, 0.9, 0.2, irregular, otimo, otimo, otimo, otimo, otimo, bom, bom, otimo, 0.67, medio
irregular, comercial, otimo, nao, 0.70, 0.7, 0.9, asfalto, bom, otimo, otimo, ruim, bom, otimo, ruim, bom, 0.75, alto
irregular, terreno, bom, sim, 0.72, 0.6, 0.8, asfalto, ruim, ruim, ruim, bom, bom, otimo, bom, ruim, 0.69, medio
plano, comercial, regular, nao, 0.39, 0.3, 0.3, irregular, bom, ruim, otimo, otimo, ruim, otimo, ruim, ruim, 0.58, alto
plano, terreno, otimo, sim, 0.51, 0.3, 0.2, irregular, bom, otimo, ruim, otimo, otimo, ruim, ruim, ruim, 0.60, medio
aclive, residencial, regular, sim, 0.44, 0.7, 0.7, irregular, otimo, otimo, bom, ruim, bom, otimo, ruim, bom, 0.42, baixo
declive, comercial, bom, nao, 0.51, 0.3, 0.9, irregular, bom, bom, otimo, bom, ruim, otimo, otimo, bom, 0.56, medio
plano, terreno, regular, nao, 0.55, 0.4, 0.2, poliedrico, ruim, bom, otimo, otimo, ruim, otimo, bom, otimo, 0.62, medio
plano, comercial, regular, sim, 0.69, 0.8, 0.8, asfalto, bom, bom, ruim, otimo, ruim, otimo, ruim, otimo, 0.58, baixo
aclive, residencial, otimo, nao, 0.49, 0.3, 0.2, asfalto, bom, otimo, bom, otimo, ruim, otimo, ruim, otimo, 0.52, medio
declive, terreno, otimo, sim, 0.61, 0.3, 0.4, irregular, bom, ruim, otimo, otimo, otimo, bom, bom, bom, 0.75, alto
plano, comercial, regular, sim, 0.80, 0.2, 0.6, asfalto, bom, ruim, ruim, bom, bom, bom, otimo, otimo, 0.77, alto
aclive, residencial, bom, nao, 0.36, 0.2, 0.8, irregular, bom, ruim, otimo, otimo, ruim, otimo, bom, bom, 0.37, baixo
aclive, terreno, otimo, sim, 0.55, 0.9, 0.1, irregular, otimo, ruim, otimo, ruim, ruim, bom, ruim, otimo, 0.54, baixo
plano, terreno, otimo, sim, 0.63, 0.5, 0.3, poliedrico, ruim, ruim, otimo, bom, bom, bom, bom, bom, 0.58, baixo
plano, terreno, bom, nao, 0.62, 0.9, 0.2, irregular, bom, ruim, otimo, otimo, otimo, otimo, otimo, bom, 0.77, alto
declive, residencial, bom, nao, 0.38, 0.7, 0.2, irregular, bom, ruim, bom, bom, ruim, otimo, ruim, otimo, 0.36, baixo
declive, comercial, mau, nao, 0.39, 0.4, 0.3, poliedrico, otimo, ruim, ruim, otimo, otimo, otimo, ruim, bom, 0.59, alto
plano, residencial, bom, sim, 0.66, 0.9, 0.9, irregular, ruim, bom, otimo, otimo, ruim, otimo, bom, ruim, 0.68, alto
declive, comercial, otimo, nao, 0.64, 0.8, 0.4, poliedrico, otimo, otimo, otimo, ruim, otimo, otimo, otimo, bom, 0.74, alto
irregular, comercial, mau, nao, 0.54, 0.7, 0.9, irregular, otimo, bom, bom, otimo, otimo, ruim, otimo, ruim, 0.67, alto
irregular, comercial, otimo, nao, 0.62, 0.7, 0.7, irregular, ruim, ruim, otimo, bom, bom, ruim, otimo, ruim, 0.68, alto
declive, comercial, regular, sim, 0.61, 0.7, 0.8, poliedrico, otimo, ruim, bom, otimo, ruim, otimo, bom, bom, 0.62, medio
plano, residencial, otimo, sim, 0.68, 0.5, 0.4, asfalto, ruim, ruim, otimo, ruim, ruim, otimo, bom, bom, 0.58, medio
plano, terreno, bom, nao, 0.64, 0.4, 0.9, irregular, ruim, ruim, otimo, bom, otimo, ruim, bom, otimo, 0.74, alto
plano, terreno, mau, sim, 0.60, 0.3, 0.2, asfalto, bom, otimo, ruim, bom, ruim, ruim, otimo, bom, 0.56, baixo
plano, comercial, mau, sim, 0.58, 0.1, 0.5, asfalto, bom, otimo, bom, ruim, otimo, ruim, otimo, bom, 0.53, baixo
plano, comercial, otimo, sim, 0.69, 0.9, 0.2, poliedrico, bom, bom, bom, otimo, otimo, bom, otimo, bom, 0.60, baixo
declive, comercial, mau, nao, 0.30, 0.8, 0.3, irregular, ruim, bom, bom, ruim, bom, bom, ruim, ruim, 0.41, medio
declive, comercial, mau, sim, 0.48, 0.4, 0.3, irregular, otimo, otimo, ruim, otimo, bom, otimo, bom, bom, 0.65, alto
aclive, residencial, mau, nao, 0.36, 0.7, 0.5, irregular, bom, otimo, ruim, otimo, ruim, otimo, otimo, ruim, 0.44, medio
plano, residencial, regular, sim, 0.70, 0.4, 0.6, asfalto, bom, otimo, otimo, bom, ruim, otimo, otimo, otimo, 0.56, baixo
irregular, comercial, otimo, nao, 0.59, 0.4, 0.6, asfalto, otimo, ruim, bom, bom, bom, ruim, otimo, ruim, 0.52, baixo
declive, comercial, bom, sim, 0.47, 0.5, 0.2, irregular, bom, otimo, bom, ruim, bom, ruim, bom, ruim, 0.52, medio
declive, terreno, regular, nao, 0.38, 0.1, 0.1, asfalto, ruim, ruim, ruim, otimo, ruim, ruim, bom, ruim, 0.42, baixo
declive, terreno, bom, nao, 0.46, 0.2, 0.7, irregular, bom, bom, bom, ruim, ruim, otimo, ruim, bom, 0.64, alto
aclive, terreno, otimo, sim, 0.67, 0.4, 0.9, poliedrico, bom, otimo, bom, ruim, otimo, ruim, ruim, otimo, 0.68, medio
irregular, terreno, bom, sim, 0.69, 0.1, 0.1, asfalto, ruim, ruim, bom, ruim, ruim, otimo, bom, otimo, 0.67, medio
aclive, terreno, bom, nao, 0.57, 0.3, 0.9, irregular, ruim, ruim, bom, bom, ruim, otimo, bom, otimo, 0.69, alto
declive, comercial, otimo, nao, 0.44, 0.3, 0.8, irregular, otimo, bom, otimo, ruim, otimo, ruim, ruim, ruim, 0.61, alto
aclive, residencial, otimo, nao, 0.59, 0.6, 0.5, poliedrico, otimo, bom, bom, ruim, ruim, bom, bom, otimo, 0.63, alto
plano, comercial, regular, nao, 0.64, 0.8, 0.8, asfalto, bom, ruim, otimo, otimo, ruim, ruim, bom, otimo, 0.54, baixo
aclive, residencial, regular, nao, 0.36, 0.1, 0.2, irregular, ruim, ruim, otimo, otimo, bom, ruim, otimo, bom, 0.42, medio
irregular, terreno, bom, nao, 0.59, 0.5, 0.7, irregular, ruim, otimo, bom, otimo, otimo, otimo, bom, bom, 0.75, alto
declive, residencial, mau, sim, 0.43, 0.2, 0.1, poliedrico, ruim, otimo, ruim, ruim, bom, bom, otimo, bom, 0.38, baixo
declive, residencial, mau, sim, 0.43, 0.5, 0.7, irregular, otimo, otimo, otimo, bom, ruim, bom, ruim, ruim, 0.57, alto
declive, comercial, mau, nao, 0.43, 0.5, 0.2, asfalto, bom, otimo, bom, ruim, ruim, ruim, bom, bom, 0.49, medio
plano, comercial, bom, nao, 0.60, 0.3, 0.7, asfalto, bom, bom, bom, ruim, bom, otimo, ruim, otimo, 0.60, medio
declive, terreno, regular, sim, 0.69, 0.3, 0.2, asfalto, otimo, bom, bom, bom, bom, bom, bom, otimo, 0.78, alto
declive, comercial, mau, sim, 0.65, 0.5, 0.8, irregular, ruim, bom, otimo, ruim, otimo, otimo, otimo, otimo, 0.72, alto
irregular, residencial, regular, sim, 0.56, 0.7, 0.3, irregular, ruim, ruim, ruim, otimo, otimo, bom, bom, otimo, 0.46, baixo
aclive, terreno, bom, sim, 0.72, 0.7, 0.9, asfalto, otimo, otimo, otimo, otimo, otimo, otimo, bom, otimo, 0.70, baixo
irregular, terreno, bom, nao, 0.42, 0.4, 0.3, irregular, bom, otimo, ruim, bom, ruim, otimo, ruim, bom, 0.47, baixo
aclive, terreno, regular, nao, 0.41, 0.4, 0.8, irregular, otimo, otimo, otimo, ruim, otimo, bom, ruim, bom, 0.57, medio
declive, residencial, regular, nao, 0.44, 0.7, 0.3, poliedrico, ruim, bom, bom, otimo, ruim, ruim, bom, bom, 0.45, medio
plano, terreno, bom, sim, 0.57, 0.8, 0.5, poliedrico, bom, ruim, ruim, otimo, otimo, otimo, ruim, ruim, 0.57, baixo
plano, terreno, otimo, nao, 0.66, 0.3, 0.8, asfalto, ruim, otimo, otimo, otimo, otimo, bom, ruim, bom, 0.79, alto
declive, terreno, regular, sim, 0.51, 0.1, 0.9, irregular, otimo, bom, otimo, bom, bom, ruim, otimo, ruim, 0.53, baixo
plano, terreno, mau, sim, 0.73, 0.1, 0.8, asfalto, ruim, otimo, ruim, ruim, bom, ruim, bom, otimo, 0.77, alto
plano, comercial, regular, nao, 0.34, 0.1, 0.8, irregular, ruim, ruim, bom, otimo, otimo, bom, ruim, ruim, 0.39, baixo
declive, comercial, regular, sim, 0.58, 0.7, 0.9, irregular, ruim, ruim, otimo, otimo, ruim, otimo, bom, otimo, 0.53, baixo
irregular, comercial, mau, nao, 0.53, 0.3, 0.2, asfalto, bom, bom, otimo, bom, otimo, otimo, otimo, ruim, 0.68, alto
plano, residencial, otimo, nao, 0.64, 0.7, 0.7, asfalto, otimo, ruim, bom, otimo, bom, ruim, ruim, bom, 0.66, alto
declive, comercial, otimo, nao, 0.43, 0.1, 0.9, poliedrico, bom, bom, ruim, ruim, otimo, bom, ruim, ruim, 0.50, medio
plano, residencial, bom, nao, 0.57, 0.6, 0.4, asfalto, bom, otimo, ruim, otimo, ruim, ruim, ruim, otimo, 0.54, medio
irregular, comercial, regular, sim, 0.64, 0.6, 0.5, asfalto, otimo, ruim, ruim, otimo, bom, otimo, bom, ruim, 0.63, medio
plano, terreno, mau, sim, 0.55, 0.3, 0.8, irregular, ruim, otimo, bom, otimo, bom, bom, bom, bom, 0.62, medio
irregular, terreno, bom, nao, 0.76, 0.3, 0.6, asfalto, ruim, bom, ruim, ruim, ruim, bom, otimo, otimo, 0.78, alto
irregular, comercial, bom, nao, 0.59, 0.4, 0.9, poliedrico, otimo, ruim, otimo, bom, otimo, ruim, bom, otimo, 0.54, baixo
plano, residencial, otimo, sim, 0.67, 0.9, 0.3, asfalto, ruim, ruim, ruim, otimo, otimo, otimo, ruim, bom, 0.60, medio
declive, comercial, otimo, sim, 0.71, 0.3, 0.7, poliedrico, otimo, otimo, otimo, ruim, ruim, otimo, otimo, otimo, 0.68, medio
aclive, terreno, otimo, sim, 0.73, 0.7, 0.7, poliedrico, ruim, bom, bom, otimo, otimo, bom, otimo, otimo, 0.65, baixo
plano, comercial, bom, sim, 0.66, 0.1, 0.5, asfalto, ruim, bom, otimo, ruim, bom, ruim, bom, ruim, 0.70, alto
plano, terreno, otimo, sim, 0.63, 0.5, 0.2, poliedrico, ruim, otimo, ruim, bom, ruim, bom, otimo, ruim, 0.57, baixo
aclive, residencial, mau, nao, 0.35, 0.6, 0.9, poliedrico, otimo, otimo, ruim, ruim, bom, bom, ruim, bom, 0.36, baixo
plano, comercial, mau, sim, 0.49, 0.1, 0.1, asfalto, ruim, bom, otimo, otimo, ruim, otimo, bom, ruim, 0.55, medio
irregular, residencial, bom, sim, 0.64, 0.4, 0.5, asfalto, otimo, ruim, otimo, bom, ruim, otimo, ruim, otimo, 0.52, baixo
plano, comercial, mau, sim, 0.51, 0.2, 0.7, poliedrico, bom, bom, otimo, bom, bom, bom, bom, ruim, 0.56, medio
aclive, residencial, mau, sim, 0.41, 0.6, 0.6, irregular, bom, bom, bom, otimo, bom, bom, bom, bom, 0.39, baixo
declive, comercial, mau, sim, 0.53, 0.4, 0.7, poliedrico, bom, otimo, otimo, ruim, bom, bom, otimo, bom, 0.51, baixo
declive, residencial, mau, sim, 0.53, 0.5, 0.3, asfalto, ruim, otimo, ruim, ruim, bom, otimo, bom, otimo, 0.45, baixo
irregular, comercial, regular, nao, 0.45, 0.3, 0.4, poliedrico, bom, otimo, otimo, otimo, bom, otimo, ruim, bom, 0.56, medio
aclive, residencial, otimo, sim, 0.71, 0.9, 0.3, asfalto, otimo, ruim, bom, bom, bom, otimo, ruim, otimo, 0.71, alto
irregular, terreno, regular, sim, 0.57, 0.5, 0.5, poliedrico, bom, ruim, bom, bom, otimo, bom, ruim, bom, 0.56, baixo
plano, comercial, bom, sim, 0.51, 0.9, 0.1, irregular, bom, ruim, ruim, bom, ruim, ruim, ruim, ruim, 0.51, medio
declive, terreno, bom, nao, 0.53, 0.9, 0.7, irregular, otimo, otimo, bom, bom, bom, bom, bom, bom, 0.62, medio
irregular, terreno, otimo, nao, 0.46, 0.3, 0.1, poliedrico, otimo, bom, ruim, otimo, otimo, otimo, bom, ruim, 0.53, baixo
irregular, residencial, otimo, sim, 0.63, 0.9, 0.2, asfalto, ruim, otimo, otimo, ruim, bom, otimo, ruim, bom, 0.52, baixo
irregular, residencial, mau, nao, 0.43, 0.5, 0.2, irregular, ruim, bom, otimo, ruim, bom, otimo, ruim, otimo, 0.55, alto
aclive, residencial, otimo, nao, 0.39, 0.6, 0.7, poliedrico, bom, otimo, otimo, bom, ruim, ruim, ruim, ruim, 0.38, baixo
aclive, terreno, otimo, sim, 0.50, 0.2, 0.3, irregular, otimo, bom, bom, otimo, ruim, bom, otimo, ruim, 0.53, baixo
declive, terreno, bom, nao, 0.59, 0.8, 0.9, poliedrico, bom, bom, bom, otimo, ruim, ruim, ruim, bom, 0.71, alto
declive, terreno, mau, sim, 0.57, 0.9, 0.3, poliedrico, bom, ruim, bom, bom, bom, ruim, bom, ruim, 0.69, alto
irregular, comercial, mau, nao, 0.48, 0.2, 0.3, asfalto, ruim, ruim, otimo, bom, bom, bom, otimo, ruim, 0.53, medio
plano, residencial, bom, nao, 0.66, 0.9, 0.5, asfalto, ruim, bom, otimo, ruim, bom, ruim, ruim, otimo, 0.66, alto
declive, terreno, otimo, nao, 0.46, 0.7, 0.3, poliedrico, bom, otimo, bom, ruim, otimo, ruim, ruim, ruim, 0.57, medio
declive, comercial, mau, nao, 0.45, 0.8, 0.4, poliedrico, bom, ruim, otimo, otimo, bom, bom, ruim, otimo, 0.52, medio
irregular, comercial, mau, nao, 0.53, 0.2, 0.8, asfalto, otimo, ruim, ruim, bom, bom, bom, bom, ruim, 0.64, alto
aclive, terreno, bom, nao, 0.37, 0.2, 0.2, irregular, otimo, otimo, otimo, ruim, ruim, bom, ruim, ruim, 0.61, alto
plano, comercial, otimo, nao, 0.61, 0.6, 0.8, poliedrico, otimo, ruim, bom, otimo, ruim, ruim, bom, otimo, 0.53, baixo
irregular, comercial, mau, nao, 0.55, 0.9, 0.4, irregular, ruim, ruim, bom, bom, ruim, bom, otimo, bom, 0.63, alto
declive, residencial, bom, nao, 0.48, 0.2, 0.8, asfalto, bom, bom, ruim, ruim, otimo, ruim, otimo, ruim, 0.41, baixo
aclive, terreno, bom, nao, 0.52, 0.7, 0.3, asfalto, ruim, bom, ruim, ruim, bom, otimo, otimo, ruim, 0.52, baixo
plano, terreno, mau, sim, 0.46, 0.4, 0.6, irregular, ruim, otimo, bom, bom, ruim, ruim, ruim, ruim, 0.55, medio
plano, terreno, regular, sim, 0.62, 0.9, 0.7, irregular, otimo, bom, otimo, otimo, otimo, otimo, ruim, otimo, 0.63, baixo
plano, comercial, regular, nao, 0.53, 0.2, 0.4, poliedrico, ruim, otimo, bom, ruim, ruim, ruim, otimo, ruim, 0.62, alto
declive, comercial, regular, nao, 0.48, 0.5, 0.7, irregular, ruim, otimo, ruim, otimo, ruim, bom, otimo, bom, 0.53, medio
irregular, comercial, bom, sim, 0.68, 0.8, 0.3, asfalto, bom, bom, otimo, ruim, bom, bom, otimo, ruim, 0.57, baixo
irregular, residencial, otimo, nao, 0.57, 0.2, 0.4, asfalto, bom, bom, ruim, otimo, bom, otimo, bom, ruim, 0.63, alto
plano, residencial, otimo, sim, 0.50, 0.4, 0.5, irregular, otimo, bom, bom, ruim, ruim, bom, bom, ruim, 0.43, baixo
irregular, residencial, mau, nao, 0.45, 0.8, 0.6, irregular, bom, ruim, ruim, bom, otimo, ruim, otimo, bom, 0.39, baixo
declive, terreno, otimo, sim, 0.63, 0.9, 0.4, irregular, ruim, otimo, otimo, otimo, ruim, bom, bom, ruim, 0.75, alto
aclive, residencial, otimo, nao, 0.53, 0.5, 0.9, poliedrico, otimo, ruim, ruim, otimo, otimo, otimo, otimo, ruim, 0.54, medio
declive, terreno, mau, nao, 0.39, 0.2, 0.2, asfalto, bom, bom, bom, otimo, ruim, bom, bom, ruim, 0.53, medio
declive, comercial, bom, sim, 0.70, 0.9, 0.2, asfalto, bom, otimo, ruim, bom, otimo, otimo, bom, bom, 0.76, alto
declive, comercial, mau, sim, 0.43, 0.8, 0.3, irregular, otimo, bom, ruim, ruim, otimo, ruim, bom, bom, 0.44, baixo
plano, residencial, otimo, nao, 0.49, 0.7, 0.2, poliedrico, bom, bom, ruim, bom, bom, bom, bom, ruim, 0.49, medio
aclive, terreno, regular, nao, 0.53, 0.6, 0.3, poliedrico, ruim, bom, ruim, ruim, bom, otimo, otimo, otimo, 0.52, baixo
aclive, residencial, bom, nao, 0.42, 0.3, 0.7, asfalto, bom, ruim, ruim, otimo, bom, ruim, ruim, bom, 0.38, baixo
declive, comercial, regular, nao, 0.43, 0.4, 0.1, asfalto, bom, ruim, bom, otimo, bom, ruim, ruim, ruim, 0.58, alto
declive, residencial, regular, sim, 0.59, 0.6, 0.7, asfalto, otimo, ruim, ruim, bom, ruim, otimo, ruim, ruim, 0.63, alto
declive, terreno, regular, sim, 0.63, 0.7, 0.6, poliedrico, bom, bom, otimo, otimo, bom, ruim, otimo, ruim, 0.67, medio
declive, residencial, mau, sim, 0.50, 0.1, 0.4, poliedrico, bom, ruim, ruim, ruim, ruim, otimo, ruim, otimo, 0.56, alto
plano, terreno, regular, sim, 0.51, 0.2, 0.3, poliedrico, bom, otimo, ruim, ruim, otimo, bom, bom, ruim, 0.53, baixo
declive, comercial, otimo, nao, 0.57, 0.6, 0.4, asfalto, bom, otimo, otimo, bom, bom, otimo, ruim, bom, 0.70, alto
irregular, comercial, regular, sim, 0.64, 0.6, 0.5, irregular, ruim, otimo, otimo, otimo, otimo, otimo, bom, otimo, 0.66, medio
aclive, comercial, otimo, sim, 0.59, 0.7, 0.1, poliedrico, bom, bom, ruim, otimo, bom, otimo, bom, ruim, 0.69, alto
declive, terreno, regular, sim, 0.45, 0.2, 0.7, irregular, ruim, ruim, ruim, ruim, ruim, otimo, bom, ruim, 0.46, baixo
irregular, terreno, bom, sim, 0.66, 0.9, 0.3, poliedrico, otimo, bom, otimo, ruim, bom, bom, bom, ruim, 0.68, medio
irregular, terreno, regular, nao, 0.55, 0.5, 0.9, irregular, otimo, ruim, ruim, bom, bom, otimo, ruim, bom, 0.70, alto
declive, terreno, bom, sim, 0.62, 0.9, 0.1, asfalto, bom, ruim, ruim, ruim, ruim, bom, ruim, bom, 0.62, medio
plano, residencial, mau, nao, 0.45, 0.6, 0.8, asfalto, bom, ruim, otimo, ruim, otimo, bom, ruim, ruim, 0.48, medio
plano, comercial, mau, nao, 0.54, 0.3, 0.5, poliedrico, bom, otimo, bom, otimo, ruim, otimo, bom, otimo, 0.67, alto
plano, residencial, bom, nao, 0.45, 0.9, 0.8, irregular, otimo, bom, ruim, ruim, otimo, ruim, ruim, ruim, 0.47, medio
plano, residencial, mau, sim, 0.49, 0.5, 0.9, irregular, bom, bom, otimo, bom, bom, otimo, bom, ruim, 0.52, medio
aclive, residencial, otimo, sim, 0.71, 0.1, 0.7, asfalto, bom, bom, ruim, otimo, ruim, bom, bom, otimo, 0.69, alto
declive, comercial, bom, sim, 0.71, 0.5, 0.7, irregular, ruim, ruim, ruim, ruim, otimo, ruim, otimo, otimo, 0.71, alto
declive, comercial, bom, sim, 0.74, 0.6, 0.8, asfalto, ruim, ruim, ruim, ruim, otimo, bom, otimo, ruim, 0.73, alto
plano, comercial, regular, nao, 0.45, 0.3, 0.9, poliedrico, bom, otimo, ruim, otimo, ruim, bom, ruim, bom, 0.45, baixo
irregular, residencial, mau, sim, 0.63, 0.2, 0.5, asfalto, otimo, ruim, bom, ruim, otimo, ruim, ruim, otimo, 0.65, alto
irregular, comercial, mau, nao, 0.35, 0.2, 0.4, irregular, otimo, otimo, ruim, bom, bom, bom, bom, ruim, 0.47, medio
plano, terreno, regular, sim, 0.69, 0.4, 0.5, poliedrico, otimo, otimo, otimo, bom, bom, bom, otimo, otimo, 0.65, baixo
declive, residencial, mau, nao, 0.26, 0.2, 0.4, irregular, ruim, otimo, bom, otimo, bom, bom, bom, bom, 0.32, baixo
irregular, residencial, mau, nao, 0.47, 0.7, 0.5, irregular, bom, otimo, otimo, otimo, otimo, bom, bom, otimo, 0.53, medio
declive, residencial, otimo, nao, 0.60, 0.2, 0.8, asfalto, ruim, otimo, otimo, bom, otimo, otimo, ruim, otimo, 0.67, alto
irregular, terreno, mau, nao, 0.65, 0.6, 0.8, asfalto, otimo, otimo, bom, ruim, bom, otimo, ruim, otimo, 0.77, alto
irregular, residencial, mau, sim, 0.55, 0.6, 0.8, irregular, ruim, otimo, otimo, otimo, otimo, otimo, ruim, bom, 0.65, alto
plano, comercial, regular, sim, 0.68, 0.4, 0.3, poliedrico, otimo, ruim, ruim, ruim, ruim, otimo, otimo, otimo, 0.63, medio
plano, comercial, regular, nao, 0.66, 0.9, 0.4, asfalto, otimo, bom, ruim, ruim, ruim, bom, otimo, otimo, 0.54, baixo
declive, residencial, bom, nao, 0.54, 0.8, 0.8, asfalto, ruim, otimo, bom, otimo, ruim, bom, ruim, otimo, 0.46, baixo
irregular, residencial, mau, nao, 0.34, 0.6, 0.6, irregular, ruim, ruim, bom, bom, ruim, bom, bom, ruim, 0.32, baixo
plano, terreno, otimo, sim, 0.74, 0.2, 0.7, poliedrico, otimo, ruim, bom, ruim, bom, otimo, otimo, otimo, 0.65, baixo
plano, residencial, mau, sim, 0.55, 0.5, 0.9, poliedrico, otimo, ruim, otimo, bom, otimo, ruim, ruim, otimo, 0.47, baixo
irregular, residencial, regular, nao, 0.50, 0.6, 0.8, irregular, otimo, bom, ruim, ruim, bom, ruim, ruim, otimo, 0.49, medio
declive, residencial, regular, nao, 0.34, 0.6, 0.7, irregular, bom, bom, bom, otimo, bom, bom, ruim, bom, 0.36, baixo
plano, residencial, regular, sim, 0.69, 0.9, 0.1, irregular, otimo, otimo, ruim, ruim, otimo, bom, otimo, otimo, 0.70, alto
aclive, residencial, mau, sim, 0.39, 0.1, 0.3, asfalto, bom, ruim, ruim, ruim, ruim, otimo, ruim, ruim, 0.42, medio
plano, residencial, mau, sim, 0.65, 0.7, 0.8, poliedrico, bom, ruim, otimo, ruim, ruim, bom, otimo, ruim, 0.65, alto
declive, residencial, otimo, nao, 0.45, 0.2, 0.4, irregular, bom, bom, ruim, ruim, bom, otimo, otimo, bom, 0.47, medio
aclive, terreno, regular, sim, 0.55, 0.6, 0.9, poliedrico, bom, bom, bom, otimo, bom, ruim, ruim, ruim, 0.61, medio
plano, comercial, regular, nao, 0.42, 0.2, 0.6, asfalto, bom, ruim, ruim, ruim, ruim, ruim, ruim, ruim, 0.39, baixo
aclive, terreno, regular, sim, 0.52, 0.6, 0.2, irregular, ruim, ruim, bom, bom, otimo, bom, bom, otimo, 0.52, baixo
declive, residencial, mau, sim, 0.62, 0.9, 0.9, irregular, ruim, ruim, ruim, ruim, ruim, bom, otimo, bom, 0.61, alto
aclive, terreno, otimo, nao, 0.41, 0.5, 0.2, irregular, ruim, ruim, otimo, ruim, bom, ruim, ruim, bom, 0.51, medio
irregular, residencial, bom, nao, 0.40, 0.2, 0.4, poliedrico, ruim, ruim, ruim, bom, bom, otimo, bom, ruim, 0.37, baixo
declive, residencial, bom, sim, 0.73, 0.7, 0.9, asfalto, otimo, otimo, bom, ruim, otimo, ruim, otimo, ruim, 0.73, alto
irregular, comercial, regular, nao, 0.55, 0.6, 0.1, asfalto, otimo, bom, otimo, bom, ruim, otimo, bom, otimo, 0.53, baixo
plano, residencial, mau, nao, 0.43, 0.5, 0.8, poliedrico, otimo, ruim, bom, bom, otimo, ruim, bom, bom, 0.40, baixo
declive, terreno, mau, nao, 0.59, 0.5, 0.5, asfalto, ruim, ruim, ruim, otimo, ruim, ruim, bom, otimo, 0.68, alto
irregular, residencial, otimo, nao, 0.57, 0.1, 0.9, asfalto, bom, ruim, otimo, bom, otimo, bom, otimo, ruim, 0.48, baixo
aclive, terreno, regular, nao, 0.43, 0.4, 0.1, irregular, otimo, ruim, ruim, bom, ruim, bom, bom, bom, 0.61, alto
declive, terreno, mau, nao, 0.45, 0.6, 0.9, irregular, bom, bom, bom, otimo, bom, otimo, bom, ruim, 0.66, alto
aclive, terreno, regular, nao, 0.46, 0.3, 0.9, irregular, ruim, otimo, bom, otimo, ruim, otimo, ruim, otimo, 0.58, medio
aclive, terreno, bom, nao, 0.36, 0.6, 0.2, irregular, bom, ruim, bom, ruim, ruim, bom, bom, ruim, 0.41, baixo
declive, terreno, otimo, nao, 0.58, 0.7, 0.1, asfalto, otimo, bom, otimo, otimo, ruim, ruim, ruim, bom, 0.72, alto
declive, residencial, otimo, nao, 0.50, 0.7, 0.7, asfalto, ruim, ruim, otimo, otimo, bom, ruim, ruim, ruim, 0.50, medio
irregular, terreno, otimo, nao, 0.55, 0.1, 0.4, irregular, otimo, bom, ruim, ruim, bom, otimo, bom, bom, 0.70, alto
plano, comercial, regular, sim, 0.55, 0.6, 0.1, asfalto, bom, ruim, otimo, bom, ruim, otimo, ruim, ruim, 0.58, medio
aclive, residencial, bom, nao, 0.55, 0.1, 0.8, poliedrico, bom, ruim, bom, bom, ruim, bom, otimo, bom, 0.59, alto
irregular, terreno, mau, nao, 0.54, 0.5, 0.8, poliedrico, otimo, ruim, ruim, bom, otimo, otimo, ruim, otimo, 0.62, medio
